alias,char_id,updated_at,internal,card_type
mecha caballoon/yellow,184448L,1641100421524,1,character
きいろメカカバルーン,184448L,1641100421528,1,character
きいろぷよキャンデー,4702,1641100422701,1,character
きいろぷよチョコ,4704,1641100422876,1,character
ウィッチ ver.エミリア,4419,1641100422510,1,character
yellow strange klug,4226,1641100422761,1,character
ティ&オー,5380,1641100428332,1,character
puyo jelly/yellow,4703,1641100422935,1,character
yellow puyo choco,4704,1641100422868,1,character
きいろぷよゼリー,4703,1641100422939,1,character
yellow puyo jelly,4703,1641100422931,1,character
きいろいあやしいクルーク,4226,1641100422765,1,character
蒸気都市のアリィ,4351,1673649448062,1,character
ユリシーズ,4145,1673569047384,1,character
スピカ ver.魔女見習い,4339,1673648848084,1,character
shounosuke hijirisawa/yellow,4249,1673647648652,1,character
steam city raffina,4299,1678582507942,1,character
蒸気都市のラフィーナ,4299,1678582507943,1,character
spica ver. witch apprentice,4339,1673648848083,1,character
蒸気都市のりすくま,4300,1678583708470,1,character
スイートラフィーナ,4265,1676295050512,1,character
steam city witch,4297,1678582507832,1,character
蒸気都市のウィッチ,4297,1678582507833,1,character
steam city risukuma,4300,1678583708469,1,character
puyo choco/yellow,4704,1641100422872,1,character
witch ver. puyotet2,4376,1641100422532,1,character
usagi tsukino,4353,1641100421873,1,character
月野うさぎ,4353,1641100421877,1,character
usagi tsukino ver. opposite orb,4399,1641100421885,1,character
月野うさぎ ver.逆玉,4399,1641100421889,1,character
yellow grimoire,4705,1641100422604,1,character
grimoire/yellow,4705,1641100422608,1,character
黄の魔導書,4705,1641100422612,1,character
yellow devil's record,4031,1710431872240,1,material
イエローうみうし,4015,1687271538591,1,character
黄の聖なるベル(金),4041,1702987461860,1,material
ウィッチ ver.ぷよクロ,4214,1682905605334,1,character
黄の聖なるベル,4041,1702987461941,1,material
yellow kobbit,4014,1686576075575,1,character
きいろ彗星ぷよ,4501,1702112509562,1,character
きいろコビット,4014,1686576075576,1,character
yellow caballoon,4056,1710192379942,1,character
paprisu/yellow,4001,1709512472886,1,character
祭祀服のチコ,4043,1686743493508,1,character
umiushi/yellow,4015,1687271538582,1,character
steam city shellbrick iii,4365,1700056012984,1,character
yellow rammit,4220,1687493557398,1,character
kobbit/yellow,4014,1686576075576,1,character
caballoon/yellow,4056,1710192379946,1,character
きいろカバルーン,4056,1710192379947,1,character
ユニカ,4051,1710437274664,1,character
unica/materials,4051,1710437274676,1,material
バーテブラ,4031,1710431872281,1,character
黄のスコア,4031,1710431872202,1,material
yellow book of secrets,4708,1702030267333,1,character
yellow holy bell,4041,1702987461937,1,material
white feather,4043,1686743493511,1,material
しろいベール,4043,1686743493520,1,material
しろい羽根,4043,1686743493512,1,material
white veil,4043,1686743493517,1,material
worship gown chico/materials,4043,1686743493519,1,material
yellow score,4031,1710431872165,1,material
yellow umiushi,4015,1687271538581,1,character
ヤマブキ,4096,1700597301629,1,character
book of secrets/yellow,4708,1702030267334,1,character
summer break elisa,4404,1710161766034,1,character
黄の聖なるベル(銀),4041,1702987461800,1,material
tabitha,4162,1706487476910,1,character
うさぐるみぃ,4057,1711080547901,1,character
zirrin,4123,1705633562838,1,character
トラヒコ,4061,1698236578633,1,character
蒸気都市のシェルブリック3世,4365,1700056012985,1,character
黄の秘伝書,4708,1702030267336,1,character
vartebra,4031,1710431872266,1,character
きいろ王冠ぷよ,4501,1702112509543,1,character
material puyo/yellow,4501,1702112509568,1,character
きいろ小ぷよ,4501,1702112509480,1,character
きいろ大ぷよ,4501,1702112509494,1,character
タバサ,4162,1706487476912,1,character
yellow 100-point test,4706,1641100422135,1,character
100-point test/yellow,4706,1641100422140,1,character
黄の100点テスト,4706,1641100422144,1,character
battle arle,2212,1641242245103,,character
veggie thief (yellow),184438L,1641100422424,1,character
veggie thief/yellow,184438L,1641100422428,1,character
野菜どろぼう(黄),184438L,1641100422432,1,character
gintama arle,1393,1641242245109,,character
evarle,2269,1641242245115,,character
arle ver. ppt,2036,1641242245121,,character
yellow puyo ice,4701,1641100422906,1,character
puyo ice/yellow,4701,1641100422910,1,character
きいろぷよアイス,4701,1641100422914,1,character
ppt2 arle,2376,1641242245127,,character
tsumu,4347,1641242245155,,character
spirited stornum,2240,1641242245166,,character
azzy,1165,1641242245181,,character
balfeli,5290,1641242245191,,character
bal,2009,1641242245200,,character
bamboo lin,4355,1641242245206,,character
banayna,5344,1641242245215,,character
batty ver. ct,5140,1641242245233,,character
bernie,3058,1641242245238,,character
legendary gauntlet,5034,1653396921649,1,material
伝説のガントレット,5034,1653396921654,1,material
legendary mantle,5034,1653396921677,1,material
隊長のエプロン(紫),4273,1673569047532,1,material
captain's apron (purple),4273,1673569047531,1,material
trendy recipe book,4273,1673569047545,1,material
valen-captain aegis,4273,1673569047525,1,character
ばれん隊長アージス,4273,1673569047527,1,character
流行のレシピ本,4273,1673569047547,1,material
valen-team aegis,4273,1673569047510,1,character
ヴィハーン,4154,1673649447791,1,character
wanderer bestoll,4298,1673569646473,1,character
さすらいのベストール,4298,1673569646474,1,character
wihan,4154,1673649447790,1,character
powerful lagnus/materials,5034,1641100423698,1,material
schezo ver. division 24,5263,1641100423735,1,character
シェゾ ver.ぷよ番隊,5263,1641100423740,1,character
andromeda lidelle,5360,1641100424553,1,character
schezo ver. kuromi,5202,1641100423761,1,character
シェゾ ver.クロミ,5202,1641100423765,1,character
schezo ver. puyochron,5214,1641100428079,1,character
arle ver. ppt2,2376,1641242245127,,character
アンドロメダリデル,5360,1641100424557,1,character
6th angel/purple,5272,1641100424067,1,character
aigis,5275,1641100424276,1,character
アイギス,5275,1641100424280,1,character
anastasia palma,5328,1641100424528,1,character
アナスタシア・パルマ,5328,1641100424532,1,character
ヴィオラ,5089,1681618493358,1,character
ツィリン,4123,1705633562840,1,character
yellow cuprisu,4206,1686228020482,1,character
viola,5089,1681618493357,1,character
witch ver. winter break,4048,1685861983641,1,character
ウィッチ ver.冬休み,4048,1685861983642,1,character
cuprisu/yellow,4206,1686228020483,1,character
きいろカップリス,4206,1686228020484,1,character
おんぷリス,5341,1686270625680,1,character
zoh daimaoh,4009,1686574872890,1,character
ぞう大魔王,4009,1686574872892,1,character
onpurisu,5341,1686270625679,1,character
paprisu sarada/purple,5308,1686270625807,1,character
yue (xiannu),4101,1705953419997,1,character
あくま,5030,1686573668180,1,character
akuma,5030,1686573668179,1,character
purple devil's score,5031,1710431872546,1,material
yellow cryptid perfume,4051,1710437274675,1,material
delicious? apple,5039,1686573668598,1,material
dangerous apple,5039,1686573668599,1,material
あぶないリンゴ,5039,1686573668602,1,material
おいしい?リンゴ,5039,1686573668603,1,material
黄の悪魔のスコア,4031,1710431872289,1,material
紫の悪魔のスコア,5031,1710431872596,1,material
きいろ星ぷよ,4501,1702112509532,1,character
アガーテ,5147,1689540953684,1,character
white nyandragon,4121,1686574873998,1,character
tropical ukulele,5045,1686742291048,1,material
aloha shirt schezo,5045,1686742291063,1,character
さわやかアロハ,5045,1686742291059,1,material
南国のウクレレ,5045,1686742291051,1,material
comfy aloha shirt,5045,1686742291057,1,material
aloha shirt schezo/materials,5045,1686742291058,1,material
アロハ姿のシェゾ,5045,1686742291064,1,character
angela,5095,1688005398417,1,character
アンジェラ,5095,1688005398418,1,character
agathe,5147,1689540953683,1,character
ウルク ver.hw,4143,1710429469913,1,character
きいろ土星ぷよ,4501,1702112509569,1,character
黄の悪魔のレコード,4031,1710431872282,1,material
バッコ,5126,1699669568828,1,character
戦乙女アルル,4201,1710603500289,1,character
きいろ月ぷよ,4501,1702112509555,1,character
きいろ岩ぷよ,4501,1702112509515,1,character
バーテブラ ver.hw,4088,1708816265778,1,character
black ms. accord/materials,5044,1641100426074,1,material
ms. accord's chalk,5044,1641100424822,1,material
アコール先生のチョーク,5044,1641100424830,1,material
ビジュリーネ,5152,1673569646907,1,character
シェゾ ver.ぷよクロ,5214,1641100428083,1,character
coach rozatte,5388,1641100425712,1,character
ローザッテ監督,5388,1641100425716,1,character
krzio,5423,1641242247140,,character
灰原哀,5237,1659536258790,1,character
legendary greaves,5034,1653396921664,1,material
伝説のグリーヴ,5034,1653396921666,1,material
legendary body armor,5034,1653396921669,1,material
伝説のボディアーマー,5034,1653396921670,1,material
伝説のマント,5034,1653396921678,1,material
legendary circlet,5034,1653396921679,1,material
伝説のサークレット,5034,1653396921682,1,material
legendary sword,5034,1653396921684,1,material
伝説の剣,5034,1653396921685,1,material
anastasia hoshin,5416,1656514433043,1,character
アナスタシア・ホーシン,5416,1656514433044,1,character
ai haibara,5237,1659536258789,1,character
andy,5154,1673649447848,1,character
sky parade viola,5403,1662329497259,1,character
スカイパレードのヴィオラ,5403,1662329497259,1,character
claes ver. hw,5109,1665240241052,1,character
クレス ver.hw,5109,1665240241052,1,character
bijouline,5152,1673569646905,1,character
アンディ,5154,1673649447849,1,character
蒸気都市のフェーリ,5300,1678583708513,1,character
steam city feli,5300,1678583708512,1,character
tea towel,5046,1641100425755,1,material
トーション,5046,1641100425763,1,material
courier kirin,5236,1641100426401,1,character
coffee shop klug,5046,1641100425772,1,character
喫茶店のクルーク,5046,1641100425776,1,character
tea pot,5046,1641100425780,1,material
prim klug,5256,1641100426695,1,character
sakura arle,2232,1641242245137,,character
purple mecha caballoon,184449L,1641100425170,1,character
mecha caballoon/purple,184449L,1641100425175,1,character
むらさきメカカバルーン,184449L,1641100425179,1,character
puyo candy/purple,5702,1641100427420,1,character
むらさきぷよチョコ,5704,1641100427449,1,character
むらさきぷよキャンデー,5702,1641100427424,1,character
puyo choco/purple,5704,1641100427445,1,character
purple puyo candy,5702,1641100427416,1,character
bifie,5106,1641100426036,1,character
coffee shop klug/materials,5046,1641100425783,1,material
black ms. accord,5044,1641100426062,1,character
むらさき星ぷよ,5501,1701944447596,1,character
sebastian,5102,1680154341532,1,character
セバスティアン,5102,1680154341534,1,character
batty,5108,1702760633415,1,character
アスワド,5068,1710445677599,1,character
シーサイドのアビス,5411,1710625702143,1,character
black tiger,5006,1704237520889,1,character
バティ,5108,1702760633419,1,character
clarisu/purple,5330,1686270625737,1,character
colton,5155,1704152309241,1,character
chocolana,5053,1710191779273,1,character
anudis/materials,5063,1710980336340,1,material
くろにゃんどら,5121,1686573668894,1,character
paprisu/purple,5001,1709512472937,1,character
black nyandragon,5121,1686573668887,1,character
むらさきコビット,5014,1686576075762,1,character
apostolos,5139,1703073275684,1,character
アポストロス,5139,1703073275686,1,character
conatsu,5117,1700683709981,1,character
クレス,5090,1710603499956,1,character
コルトン,5155,1704152309242,1,character
bacco,5126,1699669568828,1,character
